job_id,service_category,service_subtype,zip_code,booking_month,job_description,estimate_lo,estimate_hi,original_estimate,final_price,deadline
job_000576,Chimney,Chimney,47929,2026-04,Chimney,175,2123,1149,,As soon as possible
job_000577,General Contractor,General Contractor,10272,2026-01,General Contractor,1033,8603,4818,,I'm flexible
job_000578,Painting,Cabinet,27101,2026-03,Exterior house painting,340,2006,1173,,Within 1 month
job_000579,Flooring,Flooring,26792,2026-03,Flooring,205,2068,1136,,Within 1 month
job_000580,Cleaning,General Cleaning,85337,2026-01,Carpet cleaning entire house,80,778,429,,Within 1-2 weeks
job_000581,Painting,Cabinet,74809,2026-01,Paint interior bedroom walls,288,2024,1156,,As soon as possible
job_000582,Moving,Moving,79282,2026-03,Moving,174,1852,1013,,Within 1 month
job_000583,Auto,Auto,35547,2026-04,Auto,155,2266,1210,,Within 1 month
job_000584,Pool,Pool,21519,2026-02,Pool,177,2461,1319,,Within 1-2 weeks
job_000585,Auto,Auto,88825,2026-02,Auto,200,2094,1147,,Within 1 month
job_000586,Chimney,Chimney,92121,2026-02,Chimney,191,1922,1056,,I'm flexible
job_000587,Flooring,Flooring,52870,2026-01,Flooring,205,1730,967,,I'm flexible
job_000588,Moving,Moving,36779,2026-01,Moving,222,2275,1248,,Within 1 month
job_000589,Electrical,Panel Upgrade,83580,2026-02,Install ceiling fan,154,2175,1164,,As soon as possible
job_000590,Pool,Pool,26792,2026-04,Pool,168,2492,1330,,Within 1 month
job_000591,Pest Control,Termites,29409,2026-04,Termite inspection and treatment,344,1642,993,,As soon as possible
job_000592,Handyman,Handyman,90279,2026-03,Handyman,87,573,330,,As soon as possible
job_000593,Moving,Moving,19954,2026-03,Moving,232,1531,881,,As soon as possible
job_000594,Plumbing,Water Heater Replacement,21122,2026-03,Fix leaking bathroom faucet,79,1546,812,,Within 1-2 weeks
job_000595,Appliance Repair,Appliance Repair,96573,2026-01,Appliance Repair,207,2414,1310,,I'm flexible
job_000596,Handyman,Handyman,53891,2026-02,Handyman,66,462,264,,Within 1 month
job_000597,Painting,Exterior,82551,2026-01,Paint interior bedroom walls,284,2864,1574,,I'm flexible
job_000598,Roofing,Roofing,20625,2026-01,Roofing,188,1644,916,,Within 1-2 weeks
job_000599,Plumbing,Water Heater Replacement,88650,2026-04,Clear clogged drain,85,1853,969,,I'm flexible
job_000600,Landscaping,Landscaping,63935,2026-04,Landscaping,163,1414,788,,As soon as possible
job_000601,Pest Control,Bed Bugs,17407,2026-04,Rodent control and sealing,283,2024,1153,,I'm flexible
job_000602,Pool,Pool,16808,2026-04,Pool,237,2220,1228,,I'm flexible
job_000603,Pest Control,General,64274,2026-02,General pest control service,330,2489,1409,,As soon as possible
job_000604,Electrical,Wiring,84602,2026-01,Install ceiling fan,185,1646,915,,Within 1-2 weeks
job_000605,General Contractor,General Contractor,66862,2026-03,General Contractor,782,8645,4713,,Within 1-2 weeks
job_000606,Pool,Pool,73719,2026-04,Pool,247,2182,1214,,I'm flexible
job_000607,Painting,Interior,67176,2026-03,Trim painting,267,1995,1131,,As soon as possible
job_000608,Appliance Repair,Appliance Repair,74151,2026-03,Appliance Repair,176,2312,1244,,As soon as possible
job_000609,Electrical,Wiring,30153,2026-03,Install ceiling fan,112,2301,1206,,I'm flexible
job_000610,General Contractor,General Contractor,63535,2026-04,General Contractor,1193,8109,4651,,As soon as possible
job_000611,Appliance Repair,Appliance Repair,50202,2026-01,Appliance Repair,154,2046,1100,,I'm flexible
job_000612,Moving,Moving,67902,2026-04,Moving,248,1511,879,,As soon as possible
job_000613,Remodeling,Remodeling,96573,2026-03,Remodeling,246,2033,1139,,Within 1 month
job_000614,HVAC,Furnace Maintenance,36701,2026-03,Install new thermostat,249,2920,1584,,I'm flexible
job_000615,Remodeling,Remodeling,45296,2026-03,Remodeling,161,2294,1227,,Within 1 month
job_000616,Plumbing,Drain Cleaning,30178,2026-03,Install new water heater,120,1502,811,,As soon as possible
job_000617,Pool,Pool,23654,2026-02,Pool,220,2345,1282,,As soon as possible
job_000618,Chimney,Chimney,42419,2026-01,Chimney,193,1527,860,,I'm flexible
job_000619,General Contractor,General Contractor,26792,2026-04,General Contractor,1241,9589,5415,,I'm flexible
job_000620,Handyman,Handyman,63390,2026-01,Handyman,61,445,253,,Within 1-2 weeks
job_000621,Painting,Cabinet,93473,2026-03,Cabinet refinishing,308,2992,1650,,I'm flexible
job_000622,Roofing,Roofing,56266,2026-03,Roofing,231,1610,920,,I'm flexible
job_000623,Pool,Pool,57259,2026-02,Pool,151,1841,996,,Within 1-2 weeks
job_000624,General Contractor,General Contractor,33071,2026-03,General Contractor,782,12436,6609,,Within 1 month
job_000625,Roofing,Roofing,83766,2026-04,Roofing,248,2466,1357,,Within 1-2 weeks
job_000626,Auto,Auto,88291,2026-02,Auto,210,2222,1216,,Within 1 month
job_000627,Electrical,Outlet Installation,19480,2026-01,Replace light switches,181,1879,1030,,I'm flexible
job_000628,Cleaning,General Cleaning,96922,2026-03,Carpet cleaning entire house,87,1055,571,,I'm flexible
job_000629,Flooring,Flooring,62856,2026-04,Flooring,207,1928,1067,,I'm flexible
job_000630,Exterior,Exterior,33928,2026-04,Exterior,504,2404,1454,,I'm flexible
job_000631,HVAC,Furnace Maintenance,71776,2026-02,AC unit repair and maintenance,218,2855,1536,,Within 1-2 weeks
job_000632,Flooring,Flooring,15253,2026-04,Flooring,226,1657,941,,Within 1 month
job_000633,Painting,Exterior,47269,2026-03,Cabinet refinishing,265,1991,1128,,As soon as possible
job_000634,Flooring,Flooring,75478,2026-03,Flooring,192,1863,1027,,Within 1-2 weeks
job_000635,HVAC,Furnace Maintenance,42139,2026-03,Clean ductwork,163,3518,1840,,As soon as possible
job_000636,Exterior,Exterior,65505,2026-02,Exterior,457,3391,1924,,I'm flexible
job_000637,Exterior,Exterior,50035,2026-01,Exterior,517,2258,1387,,Within 1-2 weeks
job_000638,Appliance Repair,Appliance Repair,47269,2026-04,Appliance Repair,161,2114,1137,,Within 1 month
job_000639,Painting,Exterior,36601,2026-02,Trim painting,279,1928,1103,,Within 1 month
job_000640,Painting,Interior,73158,2026-04,Exterior house painting,244,2732,1488,,Within 1 month
job_000641,Painting,Interior,23867,2026-04,Paint interior bedroom walls,284,3024,1654,,Within 1-2 weeks
job_000642,Flooring,Flooring,35905,2026-01,Flooring,225,2023,1124,,I'm flexible
job_000643,Flooring,Flooring,43872,2026-01,Flooring,187,2078,1132,,Within 1 month
job_000644,Painting,Interior,46773,2026-03,Trim painting,331,2718,1524,,Within 1 month
job_000645,Electrical,Outlet Installation,55994,2026-04,Install new outlets in kitchen,173,2115,1144,,I'm flexible
job_000646,Moving,Moving,36654,2026-03,Moving,195,1525,860,,Within 1 month
job_000647,Appliance Repair,Appliance Repair,85532,2026-04,Appliance Repair,178,1840,1009,,Within 1-2 weeks
job_000648,Appliance Repair,Appliance Repair,71758,2026-03,Appliance Repair,213,1912,1062,,Within 1-2 weeks
job_000649,Auto,Auto,10864,2026-04,Auto,169,1913,1041,,Within 1-2 weeks
job_000650,Handyman,Handyman,46991,2026-03,Handyman,76,495,285,,Within 1 month
job_000651,Appliance Repair,Appliance Repair,14708,2026-04,Appliance Repair,247,2291,1269,,I'm flexible
job_000652,Pool,Pool,68311,2026-04,Pool,218,1763,990,,Within 1 month
job_000653,Electrical,Panel Upgrade,49315,2026-02,Install new outlets in kitchen,175,1709,942,,I'm flexible
job_000654,Auto,Auto,91437,2026-02,Auto,199,1963,1081,,Within 1-2 weeks
job_000655,Electrical,Panel Upgrade,78632,2026-04,Repair faulty electrical panel,156,2210,1183,,Within 1 month
job_000656,Roofing,Roofing,58032,2026-01,Roofing,180,2312,1246,,I'm flexible
job_000657,Remodeling,Remodeling,85337,2026-04,Remodeling,202,2375,1288,,Within 1-2 weeks
job_000658,Remodeling,Remodeling,97585,2026-04,Remodeling,181,1781,981,,Within 1-2 weeks
job_000659,Auto,Auto,20824,2026-02,Auto,198,1580,889,,As soon as possible
job_000660,Painting,Cabinet,25760,2026-01,Paint interior bedroom walls,240,2906,1573,,Within 1-2 weeks
job_000661,Appliance Repair,Appliance Repair,88291,2026-01,Appliance Repair,193,1614,903,,As soon as possible
job_000662,Moving,Moving,21519,2026-03,Moving,206,2327,1266,,Within 1-2 weeks
job_000663,Electrical,Lighting,51528,2026-03,Repair faulty electrical panel,131,1587,859,,Within 1 month
job_000664,Appliance Repair,Appliance Repair,23169,2026-01,Appliance Repair,223,1730,976,,I'm flexible
job_000665,Pool,Pool,47031,2026-04,Pool,207,2276,1241,,Within 1-2 weeks
job_000666,Landscaping,Landscaping,97204,2026-03,Landscaping,212,1706,959,,I'm flexible
job_000667,Painting,Cabinet,51417,2026-01,Exterior house painting,249,2746,1497,,I'm flexible
job_000668,Remodeling,Remodeling,24767,2026-01,Remodeling,194,2097,1145,,Within 1-2 weeks
job_000669,Appliance Repair,Appliance Repair,19289,2026-03,Appliance Repair,195,2171,1183,,Within 1 month
job_000670,Plumbing,Water Heater Replacement,54406,2026-04,Fix leaking bathroom faucet,80,1594,837,,As soon as possible
job_000671,Auto,Auto,27810,2026-01,Auto,232,1687,959,,As soon as possible
job_000672,Remodeling,Remodeling,67013,2026-01,Remodeling,156,1647,901,,I'm flexible
job_000673,Moving,Moving,62582,2026-03,Moving,227,2002,1114,,I'm flexible
job_000674,Exterior,Exterior,30742,2026-01,Exterior,479,2253,1366,,I'm flexible
job_000675,Cleaning,General Cleaning,80480,2026-01,Carpet cleaning entire house,111,1169,640,,Within 1 month
job_000676,Auto,Auto,25675,2026-03,Auto,201,2308,1254,,Within 1-2 weeks
job_000677,Handyman,Handyman,26744,2026-01,Handyman,83,591,337,,As soon as possible
job_000678,Plumbing,Drain Cleaning,38240,2026-03,Replace kitchen sink shutoff valve (you supply valve),99,1702,900,,As soon as possible
job_000679,General Contractor,General Contractor,24986,2026-04,General Contractor,1157,9445,5301,,I'm flexible
job_000680,Auto,Auto,66560,2026-01,Auto,176,2336,1256,,I'm flexible
job_000681,Flooring,Flooring,23397,2026-03,Flooring,168,2078,1123,,Within 1-2 weeks
job_000682,Roofing,Roofing,56535,2026-03,Roofing,172,1610,891,,I'm flexible
job_000683,Handyman,Handyman,58359,2026-02,Handyman,56,417,236,,I'm flexible
job_000684,Moving,Moving,66564,2026-03,Moving,216,1723,969,,I'm flexible
job_000685,Chimney,Chimney,72061,2026-03,Chimney,228,1985,1106,,Within 1 month
job_000686,HVAC,Furnace Maintenance,60197,2026-04,Clean ductwork,196,2483,1339,,As soon as possible
job_000687,Roofing,Roofing,63390,2026-02,Roofing,150,2129,1139,,Within 1-2 weeks
job_000688,HVAC,Ductwork,35839,2026-04,AC unit repair and maintenance,168,2960,1564,,Within 1-2 weeks
job_000689,Cleaning,Carpet Cleaning,76384,2026-01,Carpet cleaning entire house,101,798,449,,I'm flexible
job_000690,Exterior,Exterior,83048,2026-02,Exterior,445,2310,1377,,Within 1-2 weeks
job_000691,Landscaping,Landscaping,23397,2026-01,Landscaping,245,1188,716,,Within 1-2 weeks
job_000692,Electrical,Outlet Installation,33516,2026-02,Repair faulty electrical panel,129,2377,1253,,As soon as possible
job_000693,Handyman,Handyman,38955,2026-03,Handyman,72,574,323,,Within 1 month
job_000694,Remodeling,Remodeling,10704,2026-03,Remodeling,210,1954,1082,,As soon as possible
job_000695,Appliance Repair,Appliance Repair,65828,2026-03,Appliance Repair,249,2222,1235,,Within 1-2 weeks
job_000696,Auto,Auto,33723,2026-01,Auto,226,2319,1272,,I'm flexible
job_000697,Flooring,Flooring,45027,2026-03,Flooring,171,2036,1103,,Within 1-2 weeks
job_000698,Pest Control,Termites,39251,2026-03,"Bed bug heat treatment, 2BR apartment",248,2436,1342,,As soon as possible
job_000699,Appliance Repair,Appliance Repair,69081,2026-03,Appliance Repair,185,1789,987,,Within 1-2 weeks
job_000700,Appliance Repair,Appliance Repair,60484,2026-01,Appliance Repair,153,2371,1262,,I'm flexible
job_000701,Flooring,Flooring,34193,2026-02,Flooring,242,2118,1180,,Within 1 month
job_000702,Handyman,Handyman,92991,2026-01,Handyman,73,565,319,,I'm flexible
job_000703,Roofing,Roofing,90685,2026-03,Roofing,229,2147,1188,,I'm flexible
job_000704,Chimney,Chimney,18476,2026-04,Chimney,204,2322,1263,,As soon as possible
job_000705,Roofing,Roofing,19048,2026-02,Roofing,176,2332,1254,,Within 1-2 weeks
job_000706,Pest Control,General,79831,2026-01,Termite inspection and treatment,310,2333,1321,,Within 1-2 weeks
job_000707,Pool,Pool,38080,2026-03,Pool,182,1612,897,,As soon as possible
job_000708,Appliance Repair,Appliance Repair,79055,2026-03,Appliance Repair,218,2227,1222,,Within 1 month
job_000709,Chimney,Chimney,17502,2026-03,Chimney,186,2336,1261,,Within 1 month
job_000710,Auto,Auto,89362,2026-01,Auto,210,2490,1350,,As soon as possible
job_000711,HVAC,Furnace Maintenance,85034,2026-03,AC unit repair and maintenance,224,3514,1869,,I'm flexible
job_000712,Chimney,Chimney,78891,2026-04,Chimney,242,2435,1338,,Within 1 month
job_000713,Pest Control,Rodents,12900,2026-04,Termite inspection and treatment,291,1699,995,,Within 1-2 weeks
job_000714,Exterior,Exterior,36227,2026-02,Exterior,469,3400,1934,,I'm flexible
job_000715,Pest Control,General,41092,2026-03,"Bed bug heat treatment, 2BR apartment",228,2285,1256,,As soon as possible
job_000716,Landscaping,Landscaping,70500,2026-01,Landscaping,241,1711,976,,Within 1 month
job_000717,Pool,Pool,70477,2026-02,Pool,154,2131,1142,,As soon as possible
job_000718,Painting,Cabinet,24822,2026-02,Trim painting,334,2033,1183,,As soon as possible
job_000719,Roofing,Roofing,84148,2026-02,Roofing,200,2240,1220,,Within 1 month
job_000720,Pest Control,Rodents,35717,2026-01,Rodent control and sealing,247,2437,1342,,I'm flexible
job_000721,Painting,Exterior,72986,2026-03,Exterior house painting,359,2230,1294,,As soon as possible
job_000722,Flooring,Flooring,43951,2026-04,Flooring,165,2295,1230,,I'm flexible
job_000723,Plumbing,Fixture Installation,83962,2026-01,Clear clogged drain,112,1784,948,,As soon as possible
job_000724,Appliance Repair,Appliance Repair,24020,2026-02,Appliance Repair,241,2243,1242,,Within 1 month
job_000725,Chimney,Chimney,80132,2026-03,Chimney,159,1601,880,,Within 1 month
job_000726,Landscaping,Landscaping,43631,2026-04,Landscaping,178,1849,1013,,As soon as possible
job_000727,Auto,Auto,24020,2026-03,Auto,193,2367,1280,,As soon as possible
job_000728,Auto,Auto,95235,2026-04,Auto,197,2301,1249,,Within 1 month
job_000729,Exterior,Exterior,26088,2026-04,Exterior,464,2915,1689,,As soon as possible
job_000730,Chimney,Chimney,60226,2026-01,Chimney,191,2415,1303,,Within 1 month
job_000731,Cleaning,General Cleaning,95663,2026-02,"Exterior window wash, 2-story, 20 windows",93,912,502,,I'm flexible
job_000732,Painting,Interior,76409,2026-01,Cabinet refinishing,273,2371,1322,,As soon as possible
job_000733,Flooring,Flooring,28337,2026-03,Flooring,186,1597,891,,As soon as possible
job_000734,General Contractor,General Contractor,62648,2026-04,General Contractor,800,10065,5432,,Within 1-2 weeks
job_000735,Flooring,Flooring,17502,2026-03,Flooring,218,2110,1164,,Within 1-2 weeks
job_000736,Landscaping,Landscaping,61334,2026-01,Landscaping,207,1842,1024,,As soon as possible
job_000737,Pool,Pool,19954,2026-03,Pool,212,1627,919,,Within 1-2 weeks
job_000738,Electrical,Panel Upgrade,27388,2026-03,Install ceiling fan,143,1911,1027,,I'm flexible
job_000739,Exterior,Exterior,61929,2026-03,Exterior,456,3040,1748,,As soon as possible
job_000740,Painting,Cabinet,92618,2026-03,Paint interior bedroom walls,375,3054,1714,,As soon as possible
job_000741,Pest Control,Bed Bugs,97783,2026-03,"Bed bug heat treatment, 2BR apartment",305,2089,1197,,Within 1 month
job_000742,Chimney,Chimney,63372,2026-04,Chimney,248,2205,1226,,Within 1 month
job_000743,Pest Control,General,97585,2026-02,Rodent control and sealing,310,1624,967,,Within 1 month
job_000744,Flooring,Flooring,23581,2026-02,Flooring,228,2448,1338,,Within 1 month
job_000745,Exterior,Exterior,22315,2026-01,Exterior,483,3615,2049,,Within 1-2 weeks
job_000746,Landscaping,Landscaping,90096,2026-02,Landscaping,191,1164,677,,As soon as possible
job_000747,Plumbing,Fixture Installation,47374,2026-02,Clear clogged drain,90,1568,829,,I'm flexible
job_000748,Roofing,Roofing,14773,2026-02,Roofing,177,1888,1032,,Within 1 month
job_000749,Exterior,Exterior,98793,2026-03,Exterior,442,2881,1661,,I'm flexible
job_000750,Flooring,Flooring,96896,2026-02,Flooring,201,1508,854,,I'm flexible
job_000751,Exterior,Exterior,42749,2026-01,Exterior,425,2708,1566,,Within 1 month
job_000752,Flooring,Flooring,92470,2026-03,Flooring,238,1942,1090,,Within 1-2 weeks
job_000753,Chimney,Chimney,72378,2026-04,Chimney,238,2311,1274,,Within 1-2 weeks
job_000754,Exterior,Exterior,27101,2026-03,Exterior,475,3640,2057,,Within 1-2 weeks
job_000755,Painting,Cabinet,25760,2026-03,Trim painting,346,1978,1162,,Within 1 month
job_000756,Pool,Pool,16692,2026-03,Pool,211,1861,1036,,Within 1 month
job_000757,Landscaping,Landscaping,36677,2026-01,Landscaping,176,1650,913,,I'm flexible
job_000758,Auto,Auto,88785,2026-02,Auto,242,2332,1287,,I'm flexible
job_000759,Flooring,Flooring,54720,2026-03,Flooring,248,1760,1004,,As soon as possible
job_000760,Cleaning,General Cleaning,86692,2026-02,Window washing service,79,1098,588,,As soon as possible
job_000761,Appliance Repair,Appliance Repair,98333,2026-02,Appliance Repair,241,1857,1049,,Within 1-2 weeks
job_000762,Exterior,Exterior,51561,2026-04,Exterior,567,2818,1692,,Within 1 month
job_000763,Flooring,Flooring,48049,2026-04,Flooring,210,1777,993,,As soon as possible
job_000764,Plumbing,Fixture Installation,79714,2026-04,Install new water heater,95,1865,980,,Within 1-2 weeks
job_000765,Exterior,Exterior,78956,2026-01,Exterior,490,3210,1850,,Within 1 month
job_000766,HVAC,Thermostat,67013,2026-02,Install new thermostat,152,3492,1822,,Within 1-2 weeks
job_000767,Appliance Repair,Appliance Repair,94983,2026-01,Appliance Repair,215,2179,1197,,Within 1-2 weeks
job_000768,Painting,Cabinet,18341,2026-04,Paint interior bedroom walls,226,2967,1596,,Within 1-2 weeks
job_000769,Painting,Interior,99903,2026-02,Paint interior bedroom walls,263,2588,1425,,As soon as possible
job_000770,Landscaping,Landscaping,65472,2026-04,Landscaping,178,1467,822,,Within 1-2 weeks
job_000771,Appliance Repair,Appliance Repair,16084,2026-01,Appliance Repair,199,2418,1308,,Within 1-2 weeks
job_000772,Pest Control,Termites,40998,2026-01,Rodent control and sealing,256,1572,914,,Within 1-2 weeks
job_000773,Landscaping,Landscaping,84784,2026-01,Landscaping,209,1702,955,,Within 1 month
job_000774,Painting,Interior,92640,2026-02,Trim painting,271,2883,1577,,Within 1 month
job_000775,Chimney,Chimney,89362,2026-03,Chimney,169,2487,1328,,As soon as possible
job_000776,Roofing,Roofing,22003,2026-01,Roofing,164,2204,1184,,As soon as possible
job_000777,Auto,Auto,97342,2026-04,Auto,182,1736,959,,I'm flexible
job_000778,Moving,Moving,34138,2026-03,Moving,160,1813,986,,I'm flexible
job_000779,Electrical,Lighting,66913,2026-04,Install ceiling fan,148,2380,1264,,As soon as possible
job_000780,HVAC,Ductwork,69081,2026-01,Clean ductwork,249,2572,1410,,Within 1-2 weeks
job_000781,Chimney,Chimney,87058,2026-03,Chimney,214,1814,1014,,As soon as possible
job_000782,HVAC,Ductwork,40578,2026-04,Install new thermostat,153,2864,1508,,I'm flexible
job_000783,Landscaping,Landscaping,53920,2026-04,Landscaping,232,1855,1043,,As soon as possible
job_000784,Appliance Repair,Appliance Repair,74305,2026-02,Appliance Repair,178,1744,961,,I'm flexible
job_000785,Pest Control,Rodents,97219,2026-02,Termite inspection and treatment,327,1893,1110,,Within 1 month
job_000786,General Contractor,General Contractor,93962,2026-03,General Contractor,1030,9525,5277,,Within 1 month
job_000787,Electrical,Panel Upgrade,35663,2026-02,Repair faulty electrical panel,132,1841,986,,Within 1 month
job_000788,Flooring,Flooring,34143,2026-03,Flooring,199,2408,1303,,I'm flexible
job_000789,Landscaping,Landscaping,66302,2026-03,Landscaping,194,1290,742,,I'm flexible
job_000790,Chimney,Chimney,84662,2026-04,Chimney,229,2466,1347,,Within 1-2 weeks
job_000791,Cleaning,Window Washing,61524,2026-02,"Exterior window wash, 2-story, 20 windows",84,1153,618,,As soon as possible
job_000792,Remodeling,Remodeling,59514,2026-02,Remodeling,212,2264,1238,,I'm flexible
job_000793,Roofing,Roofing,60454,2026-03,Roofing,218,1511,864,,As soon as possible
job_000794,Appliance Repair,Appliance Repair,48882,2026-03,Appliance Repair,203,2262,1232,,I'm flexible
job_000795,Landscaping,Landscaping,42749,2026-02,Landscaping,177,1451,814,,As soon as possible
job_000796,Moving,Moving,67549,2026-01,Moving,165,2494,1329,,Within 1 month
job_000797,HVAC,Thermostat,85034,2026-02,Furnace service before winter,223,2485,1354,,Within 1 month
job_000798,Landscaping,Landscaping,22933,2026-02,Landscaping,150,1677,913,,Within 1-2 weeks
job_000799,Appliance Repair,Appliance Repair,60047,2026-04,Appliance Repair,224,1820,1022,,I'm flexible
job_000800,Pest Control,Bed Bugs,30528,2026-02,General pest control service,225,1541,883,,Within 1-2 weeks
job_000801,Pest Control,General,65697,2026-01,Rodent control and sealing,294,2365,1329,,Within 1-2 weeks
job_000802,Chimney,Chimney,25900,2026-02,Chimney,203,1746,974,,Within 1 month
job_000803,Moving,Moving,45014,2026-04,Moving,151,1888,1019,,I'm flexible
job_000804,Pool,Pool,45088,2026-04,Pool,202,1522,862,,Within 1-2 weeks
job_000805,Cleaning,Window Washing,53429,2026-02,"Exterior window wash, 2-story, 20 windows",77,1229,653,,I'm flexible
job_000806,Remodeling,Remodeling,78993,2026-03,Remodeling,227,1926,1076,,I'm flexible
job_000807,Exterior,Exterior,71758,2026-04,Exterior,466,3420,1943,,Within 1-2 weeks
job_000808,Pool,Pool,35839,2026-01,Pool,210,1552,881,,I'm flexible
job_000809,Appliance Repair,Appliance Repair,58493,2026-02,Appliance Repair,217,1863,1040,,I'm flexible
job_000810,Roofing,Roofing,42572,2026-03,Roofing,185,2453,1319,,Within 1-2 weeks
job_000811,Moving,Moving,22087,2026-03,Moving,229,1791,1010,,I'm flexible
job_000812,Pool,Pool,10232,2026-03,Pool,231,1918,1074,,Within 1 month
job_000813,Flooring,Flooring,75835,2026-03,Flooring,208,2449,1328,,Within 1 month
job_000814,Exterior,Exterior,70842,2026-02,Exterior,572,3216,1894,,Within 1 month
job_000815,Auto,Auto,45873,2026-04,Auto,165,1533,849,,As soon as possible
job_000816,Cleaning,Window Washing,72252,2026-04,Carpet cleaning entire house,85,1177,631,,As soon as possible
job_000817,Cleaning,Window Washing,30761,2026-04,Carpet cleaning entire house,105,980,542,,As soon as possible
job_000818,Landscaping,Landscaping,40610,2026-04,Landscaping,177,1242,709,,I'm flexible
job_000819,Exterior,Exterior,39333,2026-01,Exterior,439,3153,1796,,I'm flexible
job_000820,Plumbing,Leak Repair,66794,2026-02,Install new water heater,93,1483,788,,I'm flexible
job_000821,Landscaping,Landscaping,28720,2026-03,Landscaping,153,1828,990,,As soon as possible
job_000822,Flooring,Flooring,23036,2026-04,Flooring,220,2232,1226,,Within 1 month
job_000823,General Contractor,General Contractor,47240,2026-03,General Contractor,1137,10854,5995,,Within 1-2 weeks
job_000824,Handyman,Handyman,68605,2026-01,Handyman,66,400,233,,I'm flexible
job_000825,Chimney,Chimney,21519,2026-01,Chimney,156,1604,880,,Within 1-2 weeks
job_000826,Roofing,Roofing,74678,2026-03,Roofing,189,2011,1100,,Within 1-2 weeks
job_000827,Landscaping,Landscaping,93761,2026-02,Landscaping,173,1546,859,,I'm flexible
job_000828,Flooring,Flooring,55273,2026-01,Flooring,178,2483,1330,,Within 1-2 weeks
job_000829,Plumbing,Fixture Installation,43631,2026-03,Replace kitchen sink shutoff valve (you supply valve),94,1494,794,,Within 1 month
job_000830,Flooring,Flooring,90476,2026-03,Flooring,203,2434,1318,,As soon as possible
job_000831,Landscaping,Landscaping,15989,2026-04,Landscaping,237,1688,962,,Within 1 month
job_000832,Handyman,Handyman,15154,2026-04,Handyman,65,510,287,,I'm flexible
job_000833,HVAC,Ductwork,65663,2026-02,Clean ductwork,219,2625,1422,,I'm flexible
job_000834,General Contractor,General Contractor,62348,2026-04,General Contractor,871,12461,6666,,Within 1 month
job_000835,Remodeling,Remodeling,44604,2026-04,Remodeling,244,2318,1281,,As soon as possible
job_000836,Remodeling,Remodeling,39339,2026-02,Remodeling,167,1685,926,,I'm flexible
job_000837,Chimney,Chimney,85093,2026-01,Chimney,195,1931,1063,,Within 1-2 weeks
job_000838,Electrical,Wiring,90476,2026-01,Install new outlets in kitchen,170,1632,901,,Within 1 month
job_000839,Moving,Moving,37101,2026-02,Moving,163,1734,948,,I'm flexible
job_000840,Cleaning,Window Washing,60393,2026-02,Window washing service,100,797,448,,I'm flexible
job_000841,Chimney,Chimney,64231,2026-04,Chimney,199,2225,1212,,Within 1-2 weeks
job_000842,Chimney,Chimney,54840,2026-03,Chimney,162,2258,1210,,Within 1 month
job_000843,Auto,Auto,39778,2026-04,Auto,233,2429,1331,,Within 1 month
job_000844,Pool,Pool,93962,2026-03,Pool,204,2157,1180,,Within 1-2 weeks
job_000845,Painting,Interior,89362,2026-02,Exterior house painting,255,3046,1650,,As soon as possible
job_000846,General Contractor,General Contractor,10773,2026-03,General Contractor,1225,10311,5768,,I'm flexible
job_000847,Exterior,Exterior,30129,2026-03,Exterior,523,3083,1803,,Within 1 month
job_000848,Painting,Exterior,69081,2026-03,Paint interior bedroom walls,260,2262,1261,,Within 1 month
job_000849,Pest Control,Bed Bugs,74291,2026-03,"Bed bug heat treatment, 2BR apartment",292,2406,1349,,Within 1-2 weeks
job_000850,Flooring,Flooring,75283,2026-04,Flooring,237,1954,1095,,As soon as possible
job_000851,Remodeling,Remodeling,10009,2026-02,Remodeling,229,1870,1049,,Within 1-2 weeks
job_000852,Roofing,Roofing,30153,2026-03,Roofing,196,2089,1142,,Within 1 month
job_000853,Pest Control,Rodents,70274,2026-01,Rodent control and sealing,243,2029,1136,,Within 1 month
job_000854,Moving,Moving,85447,2026-01,Moving,206,2087,1146,,As soon as possible
job_000855,Pool,Pool,96573,2026-03,Pool,191,2078,1134,,As soon as possible
job_000856,Landscaping,Landscaping,53389,2026-03,Landscaping,174,1140,657,,I'm flexible
job_000857,Exterior,Exterior,67818,2026-04,Exterior,449,2915,1682,,Within 1 month
job_000858,Remodeling,Remodeling,10269,2026-03,Remodeling,192,1719,955,,Within 1-2 weeks
job_000859,Electrical,Lighting,62582,2026-01,Install ceiling fan,121,2484,1302,,Within 1-2 weeks
job_000860,Painting,Interior,42419,2026-02,Cabinet refinishing,265,2203,1234,,Within 1-2 weeks
job_000861,Pest Control,Termites,76343,2026-03,Termite inspection and treatment,326,1508,917,,Within 1 month
job_000862,HVAC,Furnace Maintenance,33866,2026-01,Clean ductwork,212,3264,1738,,I'm flexible
job_000863,Plumbing,Fixture Installation,86865,2026-01,Fix leaking bathroom faucet,100,1323,711,,As soon as possible
job_000864,Landscaping,Landscaping,76401,2026-04,Landscaping,244,1284,764,,Within 1 month
job_000865,Cleaning,Carpet Cleaning,48156,2026-03,Carpet cleaning entire house,98,957,527,,Within 1-2 weeks
job_000866,HVAC,Thermostat,90504,2026-02,Clean ductwork,234,2523,1378,,Within 1-2 weeks
job_000867,Pool,Pool,99600,2026-01,Pool,173,2376,1274,,I'm flexible
job_000868,General Contractor,General Contractor,51233,2026-01,General Contractor,1032,10379,5705,,Within 1 month
