job_id,service_category,service_subtype,zip_code,booking_month,job_description,estimate_lo,estimate_hi,original_estimate,final_price,deadline,complexity,scope_size,urgency,cat_Auto,cat_Chimney,cat_Cleaning,cat_Electrical,cat_Exterior,cat_Flooring,cat_General Contractor,cat_HVAC,cat_Handyman,cat_Landscaping,cat_Moving,cat_Painting,cat_Pest Control,cat_Plumbing,cat_Pool,cat_Remodeling,cat_Roofing,deadline_I'm flexible,deadline_Within 1 month,deadline_Within 1-2 weeks,booking_month_numeric,interval_width,interval_width_ratio,cat_is_prod,price_is_high,interval_is_wide,price_ratio
job_000314,Pool,Pool,18624,2026-04,Pool,239,1868,1053,1022.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,4,1629,6.81589955307155,0,0,0,1.0303326800094592
job_000315,General Contractor,General Contractor,46577,2026-02,General Contractor,844,7665,4254,4036.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2,6821,8.081753544926832,0,0,1,1.054013874862732
job_000316,HVAC,Thermostat,55817,2026-04,Furnace service before winter,179,3735,1957,2105.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,4,3556,19.865921676726696,1,0,0,0.9296912109597667
job_000317,Appliance Repair,Appliance Repair,20829,2026-04,Appliance Repair,233,2363,1298,1183.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4,2130,9.141630862053086,0,0,0,1.097210480898385
job_000319,Moving,Moving,34609,2026-03,Moving,246,2346,1296,1186.0,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3,2100,8.536585331152093,0,0,0,1.092748734323146
job_000320,Cleaning,Window Washing,53891,2026-04,Carpet cleaning entire house,90,1064,577,638.0,Within 1-2 weeks,medium,medium,routine,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4,974,10.82222210197531,1,0,0,0.9043887133160051
job_000321,General Contractor,General Contractor,50035,2026-02,General Contractor,839,7880,4359,3554.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2,7041,8.39213348225014,0,0,1,1.2265053457438084
job_000323,Painting,Exterior,93404,2026-03,Paint interior bedroom walls,240,2757,1498,1678.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,3,2517,10.487499956302084,0,0,0,0.8927294392772768
job_000324,Moving,Moving,85548,2026-01,Moving,229,2222,1225,1370.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1,1993,8.703056730554337,0,0,0,0.8941605832889338
job_000325,Flooring,Flooring,45412,2026-02,Flooring,207,2422,1314,1267.0,As soon as possible,medium,medium,routine,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2215,10.700483040094285,0,0,0,1.0370955003653546
job_000327,Pest Control,General,62856,2026-02,General pest control service,272,2482,1377,1636.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2,2210,8.124999970128677,0,0,0,0.8416870410503134
job_000328,Roofing,Roofing,68944,2026-04,Roofing,185,1781,983,1147.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,4,1596,8.627026980394449,0,0,0,0.8570183078840293
job_000329,Exterior,Exterior,36654,2026-04,Exterior,615,2402,1508,1545.0,Within 1 month,medium,medium,routine,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,1787,2.905691052185868,1,0,0,0.9760517793035263
job_000330,General Contractor,General Contractor,31748,2026-02,General Contractor,787,9119,4953,4358.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2,8332,10.587039376636545,0,0,1,1.1365305183257157
job_000332,Exterior,Exterior,26217,2026-03,Exterior,609,3688,2148,2574.0,As soon as possible,medium,medium,routine,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3079,5.055829219941167,1,0,0,0.8344988341746314
job_000334,Appliance Repair,Appliance Repair,27810,2026-03,Appliance Repair,242,2281,1261,1429.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,2039,8.425619799894132,0,0,0,0.8824352688016548
job_000336,Electrical,Outlet Installation,33784,2026-04,Repair faulty electrical panel,187,1866,1026,1119.0,Within 1 month,medium,medium,routine,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,1679,8.978609577654494,1,0,0,0.9168900796095709
job_000337,Plumbing,Fixture Installation,91517,2026-02,Fix leaking bathroom faucet,107,1560,833,766.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2,1453,13.579439125425802,1,0,0,1.0874673615046118
job_000338,Electrical,Lighting,44410,2026-02,Install new outlets in kitchen,127,2195,1161,1384.0,Within 1 month,medium,medium,routine,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,2068,16.28346443871288,1,0,0,0.8388728317638201
job_000339,Painting,Interior,48533,2026-03,Paint interior bedroom walls,326,2586,1456,1441.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,3,2260,6.932515316157929,0,0,0,1.0104094371891676
job_000340,Pool,Pool,29862,2026-02,Pool,194,2251,1222,1131.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2,2057,10.603092728850038,0,0,0,1.0804597691596287
job_000343,Electrical,Panel Upgrade,91140,2026-03,Install ceiling fan,184,1976,1080,1214.0,As soon as possible,medium,medium,routine,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1792,9.739130381852553,1,0,0,0.8896210865818607
job_000344,Remodeling,Remodeling,28958,2026-02,Remodeling,240,2164,1202,987.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,2,1924,8.016666633263888,0,0,0,1.2178318123426224
job_000345,Appliance Repair,Appliance Repair,22721,2026-04,Appliance Repair,153,1754,953,870.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4,1601,10.4640522191892,0,0,0,1.0954022975914917
job_000347,Moving,Moving,78636,2026-02,Moving,203,1923,1063,1148.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2,1720,8.472906362202432,0,0,0,0.9259581873467262
job_000348,Appliance Repair,Appliance Repair,26909,2026-01,Appliance Repair,226,1652,939,1059.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1426,6.309734485355158,0,0,0,0.8866855515706462
job_000350,Handyman,Handyman,81352,2026-04,Handyman,81,448,264,264.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,4,367,4.53086414159427,1,0,0,0.9999999962121212
job_000351,Auto,Auto,63360,2026-01,Auto,232,2445,1338,1342.0,As soon as possible,medium,medium,routine,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2213,9.538793062332788,0,0,0,0.9970193733256189
job_000352,Cleaning,Carpet Cleaning,32308,2026-03,Carpet cleaning entire house,109,962,535,507.0,Within 1-2 weeks,medium,medium,routine,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,853,7.825688001599193,1,0,0,1.0552268223762784
job_000355,Handyman,Handyman,42139,2026-01,Handyman,74,518,296,352.0,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,444,5.99999991891892,1,0,0,0.8409090885201447
job_000356,Painting,Interior,45412,2026-01,Exterior house painting,245,2086,1165,1033.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1,1841,7.51428568361516,0,0,0,1.1277831547649726
job_000357,General Contractor,General Contractor,44410,2026-04,General Contractor,909,9526,5217,6187.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,4,8617,9.479647954367824,0,0,1,0.8432196539771747
job_000358,Roofing,Roofing,84072,2026-01,Roofing,160,1872,1016,1210.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1,1712,10.699999933125001,0,0,0,0.8396694207936616
job_000359,Remodeling,Remodeling,87077,2026-03,Remodeling,163,2251,1207,1386.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,3,2088,12.809815872332418,0,0,0,0.8708513702230509
job_000361,General Contractor,General Contractor,76813,2026-01,General Contractor,1071,8684,4877,4294.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1,7613,7.108309984025854,0,0,1,1.1357708427722937
job_000364,Pool,Pool,77985,2026-01,Pool,188,2053,1120,1237.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1,1865,9.920212713190358,0,0,0,0.9054163290982891
job_000365,Auto,Auto,61104,2026-02,Auto,163,2140,1151,1237.0,I'm flexible,medium,medium,routine,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,1977,12.128834281418195,0,0,0,0.930476959635831
job_000366,Pest Control,Rodents,97783,2026-04,General pest control service,347,2057,1202,1392.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,4,1710,4.927953876288317,0,0,0,0.8635057465061021
job_000367,General Contractor,General Contractor,71776,2026-02,General Contractor,826,10809,5817,5827.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2,9983,12.085956401832982,0,0,1,0.9982838508669497
job_000371,Landscaping,Landscaping,41940,2026-02,Landscaping,244,1657,950,818.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2,1413,5.790983582823838,1,0,0,1.1613691917342674
job_000372,Landscaping,Landscaping,44604,2026-04,Landscaping,170,1171,670,591.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,4,1001,5.888235259480969,1,0,0,1.1336717408905723
job_000373,Moving,Moving,69081,2026-03,Moving,241,1679,960,1116.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,3,1438,5.966804954494585,0,0,0,0.8602150529926388
job_000375,Appliance Repair,Appliance Repair,95770,2026-04,Appliance Repair,174,2162,1168,954.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4,1988,11.425287290659268,0,0,0,1.2243186569975695
job_000376,Auto,Auto,85705,2026-04,Auto,236,1669,952,817.0,I'm flexible,medium,medium,routine,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4,1433,6.072033872576128,0,0,0,1.1652386766643346
job_000377,Moving,Moving,58032,2026-04,Moving,206,2253,1229,1141.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,2047,9.93689315564615,0,0,0,1.077125327715052
job_000378,Chimney,Chimney,54406,2026-02,Chimney,243,2355,1299,1453.0,Within 1-2 weeks,medium,medium,routine,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,2112,8.691357988924453,0,0,0,0.8940123875471353
job_000380,Landscaping,Landscaping,99903,2026-01,Landscaping,155,1323,739,712.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1,1168,7.5354838223517175,1,0,0,1.037921346856852
job_000382,Chimney,Chimney,35001,2026-02,Chimney,204,1938,1071,1147.0,I'm flexible,medium,medium,routine,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,1734,8.499999958333333,0,0,0,0.9337401909906362
job_000383,Pool,Pool,35547,2026-02,Pool,163,1798,980,993.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,2,1635,10.030674785087886,0,0,0,0.9869083575157016
job_000384,Painting,Cabinet,55941,2026-01,Trim painting,234,2474,1354,1437.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1,2240,9.572649531740813,0,0,0,0.942240778745831
job_000385,Moving,Moving,38573,2026-01,Moving,230,2032,1131,1193.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1,1802,7.83478257463138,0,0,0,0.9480301752321624
job_000386,Pool,Pool,88825,2026-01,Pool,185,2461,1323,1231.0,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,2276,12.302702636201607,0,0,0,1.0747359861293777
job_000387,Pest Control,General,62348,2026-03,Rodent control and sealing,371,1522,946,802.0,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3,1151,3.102425867648448,0,0,0,1.1795511207237517
job_000389,Pool,Pool,65697,2026-04,Pool,226,2044,1135,972.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,4,1818,8.044247752016602,0,0,0,1.167695472049696
job_000390,Pest Control,Bed Bugs,26792,2026-02,Rodent control and sealing,308,1717,1012,836.0,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2,1409,4.574675309822482,0,0,0,1.2105263143414757
job_000391,Pool,Pool,62650,2026-03,Pool,216,2013,1114,1028.0,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3,1797,8.319444405928499,0,0,0,1.0836575864944964
job_000394,Flooring,Flooring,60595,2026-02,Flooring,206,2387,1296,1222.0,As soon as possible,medium,medium,routine,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2181,10.587378589381657,0,0,0,1.060556463943898
job_000395,HVAC,AC Repair,43065,2026-01,Install new thermostat,203,3564,1883,2126.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1,3361,16.556650164745566,1,0,0,0.8857008462437909
job_000396,Handyman,Handyman,24851,2026-02,Handyman,85,442,263,287.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,357,4.199999950588236,1,0,0,0.9163763034272603
job_000398,Handyman,Handyman,42962,2026-04,Handyman,66,588,327,292.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,4,522,7.909090789256201,1,0,0,1.1198630098634828
job_000399,Landscaping,Landscaping,55941,2026-01,Landscaping,200,1575,887,906.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1,1375,6.874999965625,1,0,0,0.9790286964911383
job_000400,Remodeling,Remodeling,80425,2026-02,Remodeling,223,2070,1146,1164.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,2,1847,8.282511173621026,0,0,0,0.9845360816284053
job_000402,Painting,Interior,83366,2026-04,Trim painting,325,2865,1595,1828.0,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4,2540,7.815384591337279,0,0,0,0.8725382927393116
job_000403,Auto,Auto,75835,2026-04,Auto,238,1969,1103,1169.0,I'm flexible,medium,medium,routine,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4,1731,7.273109213138197,0,0,0,0.9435414876445324
job_000404,Appliance Repair,Appliance Repair,92110,2026-02,Appliance Repair,170,2487,1328,1200.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,2317,13.629411684532872,0,0,0,1.1066666657444444
job_000409,Electrical,Lighting,91508,2026-04,Install new outlets in kitchen,150,1710,930,787.0,Within 1 month,medium,medium,routine,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,1560,10.399999930666667,1,0,0,1.1817026668593358
